OBJECTID,record_id,date_opened,record_status,date_closed,address,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,record_name,description,planner_id,module
"4,439",2018-011952PIC,08/31/2018 12:00:00 AM +0000,Consultation,,18 A HARPER ST 94131,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,18A HARPER STREET,Legalize unit per ordinance 43-14,DGANETSO,Planning
537,2018-016612PIC,12/11/2018 12:00:00 AM +0000,Consultation,,374 DELANO AVE 94112,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,374 Delano Avenue,ADU c6,DGANETSO,Planning
"66,208",2014.0248,02/18/2014 12:00:00 AM +0000,On Hold,,"57 BEMIS ST, SAN FRANCISCO, CA 94112",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,57 -59 BEMIS ST,2 Lot Subdivision,EGORDON,Planning
"3,872",2018-012651PRJ,09/14/2018 12:00:00 AM +0000,Under Review,,324 EDNA ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,324 EDNA ST,REMOVE (E) 1ST FLR DECK AT REAR. ADD (N) 1ST & 2ND FLR DECKS & PROPERTY LINE PARAPET WALLS AT REAR. CONVERT (E) NON-HABITABLE 1ST FLR SPACE TO HABITABLE SPACE. ADD (N) LAUNDRY RM. RECONFIGURE (E) UTILITY CLOSET,MPUTRA,Planning
"62,536",2014.1187,07/31/2014 12:00:00 AM +0000,Under Review,,"2230 JERROLD AV, SAN FRANCISCO, CA 94124",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2230 JERROLD AV,"Construct new 1,806 sf auto repair garage in rear of existing PDR site.",,Planning
"7,471",2018-008362PRJ,06/12/2018 12:00:00 AM +0000,Under Review,,237 CORTLAND AVE 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,237 CORTLAND AVE,"The project would involve the demolition of an existing one story commercial building and the new construction of an approximately 6,187 square foot, 4 story, 40 ft tall building. The proposed project would include approximately 3 dwelling units and 1,300 square feet of ground floor retail space.   
TO ERECT 4 STORIES, NO BASEMENT, TYPE V-A, 3 UNITS RESIDENTIAL WITH RETAIL BUILDING.",LIAJELLO,Planning
"3,580",2018-012909PIC,09/20/2018 12:00:00 AM +0000,Open,,551 DUBOCE AVE 94114,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,551 Duboce c4 ADU,add ADU at rear of 9UNIT bldg,MBOUDREA,Planning
"29,793",2016-015279PRJ,11/30/2016 12:00:00 AM +0000,Under Review,,722 39TH AVE 94121,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,722 39TH AVE,BUILD DECK IN REAR OF (E) 2ND FL,DWEISSGL,Planning
"7,435",2018-008372PRJ,06/12/2018 12:00:00 AM +0000,Under Review,,1123 FOLSOM ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1123 FOLSOM ST,The project is to legalize two bars (dba Trademark & Copyright) and to permit the use of an outdoor patio at the ground floor. There are no proposed faade alterations or building expansions as a part of this project.,VFLORES,Planning
888,2018-015479PRJ,11/30/2018 12:00:00 AM +0000,Accepted,,407 WILDE AVE 94134,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,407 Wilde Avenue,Legalize DU at 1st fl per ord 43-14,MBOUDREA,Planning
"21,685",2017-007664PRJ,06/20/2017 12:00:00 AM +0000,Under Review,,2130 A JONES ST 94133,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2130-2136 JONES STREET,ADD UNIT PER ORD 162-16. GROUND FLOOR ALTERATION TO ADD 3 STUDIO UNITS PER ADU ORD 162-16.,NKWIATKO,Planning
"42,633",2016-000243PRJ,01/07/2016 12:00:00 AM +0000,Under Review,,972 RUTLAND ST 94134,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,972 Rutland Street,TO COMPLY WITH NOV #20156656. 1) REMOVE ONE STORY STRUCTURE (BLDG B) BUILD WITHOUT PERMIT. 2)REMOVE DECK AND STAIRS BUILT WITHOUT PERMIT AT 2ND FLOOR REAR BLDG.(BLDG A). 3) REMOVE ILLEGAL UNIT AT 1ST FLOOR (BLDG A),NKWIATKO,Planning
"4,663",2018-011684PRJ,08/27/2018 12:00:00 AM +0000,Under Review,,1012 TENNESSEE ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1012 TENNESSEE ST,"EXTERIOR WORK ONLY:EXISTING REAR DECK TO BE REMOVED, INSTALL NEW SKYLINE,NEW WINDOWS/DOORS @ REAR FACADE. ADMINISTRATIVE CERTIFICATE OF APPROPRIATNESS UNDER CURRENT SCOPE.INTERIOR WORK UNDER PERMIT APPLICATION #2018/0622/2708.",MGIACOMU,Planning
"45,175",2015-003310PRJ,11/17/2015 12:00:00 AM +0000,On Hold,,"1 ARDATH CT, #LEASE OFF 94124",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1 Ardath Court - Community Center,New construction of a community center to be located on an empty patch of land on the corner of Harbor Road and Ingalls Street.,MCHRISTE,Planning
"55,606",2015-002946PRJ,03/10/2015 12:00:00 AM +0000,Under Review,,868 DUNCAN ST 94131,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,868 DUNCAN ST,LEGALIZE 1ST FLOOR UNIT AS PER ORDINACE 43-14.,NKWIATKO,Planning
607,2018-016501ZAD,12/07/2018 12:00:00 AM +0000,Pending Review,,2440 MARIPOSA ST 94110,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,2440 Mariposa Street - ZAD Request,Request for Letter of Determination,MCHRISTE,Planning
"3,409",2018-013152PRJ,09/25/2018 12:00:00 AM +0000,Under Review,,152 ELSIE ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,152 ELSIE ST,"Variance request to address the Notice of Violation # 13420_ENF, which states the obstruction in the front setback- non compliance fence height. The height of the fence is uniform with the surrounding neighbors fences. This home is located on a steep downhill street w/ a minimal sidewalk. Because of the steep downhill angle, the grade of the street is several feet higher than the property line along this stretch of Elsie. Due to the change in grade height, a retaining wall runs between the street and the homes creating a dark alley. For security purposes, all of the surrounding neighbors have fences that are 6 to 7 feet in height.",XLIANG,Planning
440,2018-016727PRJ,12/12/2018 12:00:00 AM +0000,Accepted,,38 HARRIET ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,38 HARRIET ST,ADMINISTRATIVE PERMIT ONLY. CHANGE OF USE FROM STUDENT HOUSING TO APARTMENTS. NO CHANGE OF OCCUPANCY AND NO CONSTRUCTION. NO WORK UNDER THIS PERMIT,RSUCRE,Planning
"5,532",2018-010721PIC,08/03/2018 12:00:00 AM +0000,Consultation,,850 GREENWICH ST 94133,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,850 Greenwich St,"Inquiry re: legalization of illegal unit, conversion of commercial space to ADU, add another ADU in basement space (garage level)",DWEISSGL,Planning
"2,750",2018-013915PRJ,10/12/2018 12:00:00 AM +0000,Under Review,,1667 MARKET ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1663 - 1667 Market Street,ADMINISTRATION CHANGE OF USE. NO WORK TO BE DONE.,RSUCRE,Planning
"62,167",2014.1276,08/20/2014 12:00:00 AM +0000,Pending,,"355 SITUS TO BE ASSIGNED ST, SAN FRANCISCO, CA 94105",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,399 FREMONT ST,447 Residential and 1 Commercial Unit Mixed Use New Construction Condominium.,,Planning
"62,573",2014.1174,07/30/2014 12:00:00 AM +0000,Under Review,,"2887 BUSH ST, SAN FRANCISCO, CA 94115",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2887 BUSH ST,4 Unit condo. conversion,,Planning
"23,555",2017-005660PRJ,05/05/2017 12:00:00 AM +0000,Under Review,,725 CORBETT AVE 94131,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,725 CORBETT AVE,AT BLDG A: ADD (4)(N) DWELLING UNIT IN (E) (6)UNIT APARTMENT BLDG. 1ST FL: CONVERT GARAGE TO (2) ADUs & BICYCLE. AT BLDG B: ADD (1)(N) DWELLING UNIT UNDER SEPARATE PERMIT ADUs PER ORDINANCE 162-16,MCHANDLE,Planning
233,2018-016998ZAV,12/18/2018 12:00:00 AM +0000,Under Review,,1035 HOWARD ST 94103,Zoning Administrator Verification Letter (ZAV),ZAV,Planning,Letters,Research,Planning/Research/Letters/ZAV,1035 Howard Street - ZAV Request,Request for Zoning Verification Letter,DBROSKY,Planning
"50,606",2015-008813PRJ,07/13/2015 12:00:00 AM +0000,Under Review,08/21/2015 12:00:00 AM +0000,2337 TARAVAL ST 94116,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2337 Taraval Street,New construction of 3-story mixed used structure; ground floor retail with two residential units above.,JHORN,Planning
"27,811",2017-000931PRL,01/23/2017 12:00:00 AM +0000,Under Review,,499 MARINA BLVD 94123,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,499 Marina Boulevard - NextNav Micro WTS Facility New Build,"INSTALL (1) OMNI-DIRECTIONAL ANTENNA, (1) GPS UNIT, AND (1) EQUIPMENT CABINET ON PENTHOUSE WALL. CONNECT CABINET TO (E) POWER PANEL. NEXTNAVE E-911. MAHER NA",SSKANGOS,Planning
"59,644",2014-001563PRJ,11/17/2014 12:00:00 AM +0000,Under Review,,665 03RD ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,AT&T Mobility Macro Wireless Telecommunications Services (WTS) Facility Modification,AT&T Mobility Macro Wireless Telecommunications Services (WTS) Facility Modification. Building Permit and Administrative Certificate of Appropriateness. Add 3 radio relay units (RRUs) on roof behind parapets.,OMASRY,Planning
"16,715",2017-013308PRJ,10/16/2017 12:00:00 AM +0000,Under Review,,1 LA AVANZADA 94131,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1 LA AVANZADA,"RECONFIGURE BROADCAST ANTENNA FOR KGO, KRON, KBCW, LPTV, KFOG TO ACCOMODATE FEDERALLY. MANDATED FREQUENCY BAND MODIFICATION INCLUDES REMOVE & REPLACE MAST ATOP LEG B. STRUCTURAL STRENGTHENING AS NECESSITATED BY ABOVE.",AWOODS,Planning
"4,589",2018-011944PRJ,08/28/2018 12:00:00 AM +0000,Open,,0 UNKNOWN 94127,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,500 Block of Joost Avenue - Friends of Urban Forest,"Tree nursery - growing trees in containers. New nursery use would be approximately 2,500 square feet.",VBYRD,Planning
"35,156",2016-009180PRJ,07/14/2016 12:00:00 AM +0000,Under Review,,5630 MISSION ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,5630 MISSION ST - Verizon Macro WTS Facility Modification,"INSTALL 1 NEW BACK UP GENERATOR (30 KW) WITH UL142 FIRE RATER, 54 GALLON FUEL TANK INSIDE PARKING GARAGE. VENT TO OUTSIDE WALL BACK-UP DIESEL POWER GENERATOR FOR AN (E) VERIZON WIRELESS MACRO WTS FACILITY. VENT TO BE PAINTED TO MATCH WALL SURFACE. TESTING SHALL BE LIMITED TO NORMAL BUSINESS HOURS",AWOODS,Planning
194,2018-017018PRJ,12/18/2018 12:00:00 AM +0000,Accepted,,2501 BRYANT ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2501 BRYANT ST,CONSTRUCT NON-LOAD BEARING INTERIOR PARTITION IN (E) COMMERCIAL SPACE. CHANGE IN USE IN GROUND  FLR TO PREFESSIONAL OFFICE APPRO 2537 sf.,RSUCRE,Planning
"3,765",2018-012727PRJ,09/17/2018 12:00:00 AM +0000,Under Review,,3372 19TH ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3372-3380 19TH STREET,Conditional Use Authorization to permit the expansion and change of use of an existing of a Restaurant into a full-service restaurant.,,Planning
"4,708",2018-011616PIC,08/24/2018 12:00:00 AM +0000,Open,,355 BRIDGEVIEW DR 94124,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,355 BRIDGEVIEW DR,ADU C6 intake,DWEISSGL,Planning
"2,530",2018-014134ZAD,10/17/2018 12:00:00 AM +0000,Under Review,,1526 POWELL ST 94133,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,1526 Powell Street - ZAD Request,Request for Letter of Determination,APERRY,Planning
"8,711",2018-006963PRL,05/10/2018 12:00:00 AM +0000,Open,,417 BEACH ST 94133,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,417 BEACH ST,"Tenant improvements of tea and juice shop.  Non-structural walls, equipment, finishes with associated plumbing, electrical and mechanical.",MSNYDER,Planning
"3,101",2018-013519PRJ,10/03/2018 12:00:00 AM +0000,Under Review,,3259 MISSION ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3259 MISSION ST,Legalize (e) dwelling unit at second story of (e) building per ordinance # 43-14. No changes to front facade of building/ no expansion. Not a project under CEQA.,DGANETSO,Planning
"1,878",2018-015067PRL,11/02/2018 12:00:00 AM +0000,Under Review,,1465 25TH ST 94107,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,1465 25th Street - Sprint Wireless WTS Facility,Sprint Wireless is requesting approval for modification of existing Macro WTS facility,AWOODS,Planning
"7,441",2018-008376PRJ,06/12/2018 12:00:00 AM +0000,Accepted,,2011 MISSION ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2011 MISSION ST,Conditional Use Authorization to permit a change of use from limited to full service restaurant d.b.a. Kitava.,,Planning
"35,334",2016-009037PRL,07/12/2016 12:00:00 AM +0000,Open,,1709 REVERE AVE 94124,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,1709 REVERE AVE,"window replacement in kind, aluminum or fiberglass, to meet Title 24 requirements",LFISHER,Planning
"41,522",2016-001731PRJ,02/08/2016 12:00:00 AM +0000,Under Review,,686 ARKANSAS ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,686 Arkansas St - Roof Deck & Rear Stair,"Construct a roof deck above the third-level-over-garage (above fourth story) on an existing two-family three-story-over-garage residential dwelling. Add a rear spiral stair and walkway for access to the roof deck (from third-level-over-garage, i.e. fourth story; the upper unit has access only). Add new window at rear north side. Add bird-safe glass railing at front of new roof deck above fourth story.",MBOUDREA,Planning
"8,663",2018-006997PRJ,05/11/2018 12:00:00 AM +0000,Under Review,,"1 POWELL ST, #401 94102",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1 POWELL ST,REPLACE ATM MACHINES & SURROUND,TFRYE,Planning
"12,256",2018-002640PRJ,02/13/2018 12:00:00 AM +0000,Open,,850 35TH AVE 94121,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,850 35th AVENUE,Rebuild front porch; replace and recess garage door; replace stucco front faade and wood trim.,VBYRD,Planning
"4,566",2018-011864PRJ,08/29/2018 12:00:00 AM +0000,Under Review,,592 GUERRERO ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,592 GUERRERO ST,"INTERIOR RENOVATION. T.I. IMPROVEMENT WITHIN EXISTING RETAIL SPACE INCLUDING SOFT DEMOLITION, ADA UPGRADES, REPLACE INTERIOR FINISHES, WINDOW & DOOR REPLACEMENT. NO STRUCTURAL WORK. ICE CREAM PARLOUR 1ST FL, OFFICES 2ND FL;
CHANGE OF USE - MASSAGE TO LIMITED RESTAURANT USE",GPANTOJA,Planning
"41,229",2016-002054PRJ,02/12/2016 12:00:00 AM +0000,Open,,41 MONTGOMERY ST 94104,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,111 Sutter Street,The proposed project includes the partial of an original storefront to create a double door entry for a potential tenant that will lease the space west of the main entry on Sutter Street.  Historic fabric would be retained to the extent possible.  The new storefront will be compatible with the historic building.,GPOWELL,Planning
"36,060",2016-008096PRJ,06/21/2016 12:00:00 AM +0000,Under Review,,556 29TH ST 94131,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,556 29TH ST,"PARTIALLY ENCLOSE EXISTING PORCH, WIDEN (E) DOORWAY,REMOVE (E)CLOSET & CONVERT TO 1/2 BATH (POWDER ROOM),LOCATED AT FRONT FOYER,INSTALL 1 FRONT WINDOW TO MATCH (E) WINDOWS.",ESAMONSK,Planning
"60,675",2014-000362PRJ,10/23/2014 12:00:00 AM +0000,Under Review,,1500 MISSION ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1500-1580 Mission Street,"The proposed project would demolish two buildings, except for a portion of Mission Street frontage and clock tower of the 1500 Mission Street building and construct a mixed-use project. The mixed-use building would include ground-floor retail, residential units, CCSF Office space, and below-grade parking.",CASBAGH,Planning
"6,722",2018-009185PRL,07/02/2018 12:00:00 AM +0000,Open,,1906 SLOAT BLVD 94116,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,1906 Sloat,Repair in kind damage caused by automobile to comply with 201859071. 1. Fix front faade in kind (car into building) 2. Fix rail wall of the front stair in kind.,LAJELLO,Planning
"36,477",2016-007631PRJ,06/10/2016 12:00:00 AM +0000,Open,,1089 CHESTNUT ST 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1089 Chestnut Street,,,Planning
"22,910",2017-006457PRJ,05/23/2017 12:00:00 AM +0000,Under Review,,700 SAN BRUNO AVE 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,700 SAN BRUNO AVE,JOIN 2 (E) ILLEGAL UNITS INTO 1 LEGAL UNIT (2 BEDROOMS & 2 BATHS) PER ORDINANCE# 43-14. CONNECTED BY INTERNAL STAIR. UPGRADING NON-CONFORMING ARCHITECTURAL ELEMENTS SUCH AS GUARDRAIL & STAIR.,NKWIATKO,Planning
"60,733",2014-000191PRJ,10/22/2014 12:00:00 AM +0000,Under Review,,4144 18TH ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,4144 18th Street,Change use from a dry cleaner (pick-up only) to a hot dog deli (limited restaurant). Subdividing a storage room to a smaller one & a mech RM.  Building a partition in front of restroom door.,EOROPEZA,Planning
"32,758",2016-011868PRJ,09/14/2016 12:00:00 AM +0000,Under Review,,274 VICTORIA ST 94132,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,274 VICTORIA ST,"The legalization of an illegal unit at the ground floor per Ord. 43-14.0, including the construction of a rear deck to provide rear yard access for the main floor unit.",SJIMENEZ,Planning
"6,065",2018-010003PRL,07/20/2018 12:00:00 AM +0000,Open,,689 PORTOLA DR 94127,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,689 PORTOLA DR,T.I. for North American Title Company (Retail professional services). No exterior changes.,LBARATA,Planning
"6,414",2018-009549PRJ,07/11/2018 12:00:00 AM +0000,Under Review,,3945 23RD ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3945 23RD ST,FILLED-IN 1ST FLOOR BELOW (E) DECK. CREATE A NEW MASTER BEDROOM WITH NEW BATH ROOM. RE-WORK (E) DECK GUARDRAILING TO PROVIDE NEW GLASS RAILING & RE-WORK WATERPROOFING,MPUTRA,Planning
